,pitch,instrument_family,instrument_source,NaiveFFT,ZeroX,PersistFFT1,PersistFFT2,PSHC,fft_mean,max_fft_amp,freq_at_max_fft_amp,peak_0_freq,peak_0_persistence,peak_1_freq,peak_1_persistence,peak_2_freq,peak_2_persistence,peak_3_freq,peak_3_persistence,peak_4_freq,peak_4_persistence,peak_5_freq,peak_5_persistence,peak_6_freq,peak_6_persistence,peak_7_freq,peak_7_persistence,peak_8_freq,peak_8_persistence,peak_9_freq,peak_9_persistence,peak_10_freq,peak_10_persistence,peak_11_freq,peak_11_persistence,peak_12_freq,peak_12_persistence,peak_13_freq,peak_13_persistence,peak_14_freq,peak_14_persistence,peak_15_freq,peak_15_persistence,peak_16_freq,peak_16_persistence,peak_17_freq,peak_17_persistence,peak_18_freq,peak_18_persistence,peak_19_freq,peak_19_persistence,peak_20_freq,peak_20_persistence,peak_21_freq,peak_21_persistence,peak_22_freq,peak_22_persistence,peak_23_freq,peak_23_persistence,peak_24_freq,peak_24_persistence,peak_25_freq,peak_25_persistence,peak_26_freq,peak_26_persistence,peak_27_freq,peak_27_persistence,peak_28_freq,peak_28_persistence,peak_29_freq,peak_29_persistence,peak_30_freq,peak_30_persistence,peak_31_freq,peak_31_persistence,peak_32_freq,peak_32_persistence,peak_33_freq,peak_33_persistence,peak_34_freq,peak_34_persistence,peak_35_freq,peak_35_persistence,peak_36_freq,peak_36_persistence,peak_37_freq,peak_37_persistence,peak_38_freq,peak_38_persistence,peak_39_freq,peak_39_persistence,peak_40_freq,peak_40_persistence,peak_41_freq,peak_41_persistence,peak_42_freq,peak_42_persistence,peak_43_freq,peak_43_persistence,peak_44_freq,peak_44_persistence,peak_45_freq,peak_45_persistence,peak_46_freq,peak_46_persistence,peak_47_freq,peak_47_persistence,peak_48_freq,peak_48_persistence,peak_49_freq,peak_49_persistence
keyboard_electronic_001-057-100,57.0,4.0,1.0,69.0,66.0,57.0,57.0,57.0,89365.578125,69627536.0,440.0,85.0,11248.702500000014,86.0,68973.64000000001,87.25,83324.26500000001,88.25,159114.5775,89.25,187759.4525,90.5,145310.89,219.75,40845476.64,440.0,68931260.64,660.25,19103558.64,881.25,12109731.64,1102.0,5446645.14,1325.25,2057484.1400000001,1548.25,4735226.14,1773.25,1847436.8900000001,1998.75,1516377.1400000001,2226.5,1848008.6400000001,2455.25,906041.64,2686.25,156427.015,2918.75,707346.89,3322.25,415281.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vocal_acoustic_000-064-050,64.0,10.0,0.0,64.0,63.0,64.0,64.0,64.0,137573.4375,141525600.0,328.5,313.5,1351984.0,316.5,2308419.25,317.5,1808014.0,319.0,5529444.0,321.0,4492561.5,322.25,4086517.0,322.75,6169406.5,324.75,13651874.0,326.5,19589060.0,327.0,41020552.0,328.5,140110344.0,329.25,16543176.0,330.0,45873696.0,330.75,60868784.0,331.5,21446372.0,332.25,78908576.0,332.75,4352202.0,334.0,3267308.5,334.75,4850861.5,335.25,7948881.0,336.25,6887468.0,342.75,1881545.75,648.75,1693617.75,651.0,1659805.0,652.5,1558045.75,654.0,4894790.5,654.75,1497679.25,655.5,7878712.0,656.5,4837619.0,657.25,8001229.0,657.75,11811007.0,658.75,4192099.5,661.0,5246090.5,662.0,5871822.0,663.25,2682465.5,665.0,3410947.0,1640.5,1283529.25,1642.5,1864537.25,1643.0,2334892.0,1646.75,1217922.5,1647.75,1895352.5,1654.0,1500857.25,2291.0,1657710.5,2305.5,5038980.5,2308.0,3584933.0,2309.75,2084837.75,2311.75,4282946.0,2313.0,1790446.0,2315.75,1793157.5,2318.75,1668333.5
flute_synthetic_000-029-127,29.0,2.0,2.0,29.0,31.0,29.0,29.0,29.0,59150.82421875,212216864.0,43.75,27.75,7548802.359999999,35.75,290419.35999999987,36.5,39187.10999999987,38.75,1552606.8599999999,39.75,279693.60999999987,40.75,1467962.3599999999,41.75,2945216.86,42.75,6286284.359999999,43.75,210094695.36,44.25,5387197.359999999,45.5,4990066.359999999,46.5,2735775.86,47.5,2932361.36,48.5,1209745.8599999999,49.5,559964.8599999999,130.75,14311085.36,131.25,9060847.36,132.0,126198.10999999987,218.0,6914624.359999999,218.75,3080118.86,302.5,258620.85999999987,305.25,19077651.36,306.25,13084701.36,306.75,1261636.8599999999,307.25,593415.1099999999,308.5,265109.85999999987,390.75,2072727.8599999999,392.5,20622509.36,393.75,14003422.36,394.5,2888822.86,395.75,141911.60999999987,396.75,358865.60999999987,479.75,2668581.36,481.0,4090292.36,566.75,24948.60999999987,568.5,636061.8599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard_electronic_069-036-050,36.0,4.0,1.0,36.0,33.0,36.0,36.0,36.0,81202.828125,64688748.0,65.25,60.0,1545788.27,65.25,64041860.52,65.75,6524728.02,130.25,28639594.52,131.25,1563821.27,136.25,35467.77000000002,172.25,44722.52000000002,195.5,6507408.02,196.75,115405.89500000002,239.5,806.8325000000186,260.5,6366398.02,264.25,111716.14500000002,265.25,39002.33250000002,325.25,2853891.02,326.25,1112646.645,326.75,469621.145,328.0,87917.83250000002,389.75,2604333.52,391.25,870281.27,391.75,302805.52,455.0,937032.02,456.5,613590.52,520.0,637939.52,521.75,403124.145,522.25,63692.70750000002,715.0,95046.33250000002,1104.5,14302.520000000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard_acoustic_004-082-075,82.0,4.0,0.0,82.0,73.0,22.0,101.0,43.0,43145.46875,4346085.5,934.5,28.5,2212033.145,31.5,810327.52,38.25,1649152.52,40.25,302332.895,45.25,2592347.645,59.75,206147.23875,62.25,433278.05125,69.0,1342725.645,78.75,806454.395,81.75,260261.3325,84.25,163245.98875,88.75,252147.02,95.5,1148583.395,98.0,218627.4575,102.0,438494.52,104.75,600141.895,106.5,172627.0825,110.25,630002.645,112.0,163916.598125,118.25,2256436.645,119.5,1125545.27,121.0,187874.02,124.75,761346.52,126.25,342242.395,132.5,180195.92625,134.0,136761.2075,137.75,199914.4575,142.0,1184770.645,146.0,250728.5825,150.25,171806.05125,158.5,121610.53562499999,168.25,320461.0825,176.25,266741.02,190.0,353648.02,192.5,310014.02,198.75,1462852.52,210.25,258078.8325,225.5,702504.395,244.25,194051.645,269.5,500713.145,294.5,155848.129375,312.0,558165.02,365.75,628695.8325,392.75,258687.5825,414.0,166433.80125,472.75,312684.55125,639.0,204067.5825,934.0,292147.645,934.5,4302624.645,2829.25,325081.36375
brass_acoustic_006-026-100,26.0,1.0,0.0,45.0,67.0,26.0,26.0,50.0,133287.171875,17404100.0,110.5,36.75,8185998.5,37.25,3251344.75,109.0,2224957.5,110.0,7065498.0,110.5,17230059.0,111.0,9247848.0,111.75,4756349.0,112.75,3004315.25,146.0,14633516.0,147.75,8117332.5,148.25,6541428.5,180.5,2684280.5,182.25,7668567.5,258.25,4102232.0,258.75,2440064.0,292.0,4622554.0,295.0,2223542.5,327.5,10850201.0,328.75,2238843.5,330.0,3061441.25,364.25,2559982.75,369.25,2880089.5,399.0,2332224.0,401.0,7273161.0,410.5,3082110.75,441.25,2932508.75,472.25,2674787.75,512.0,2660958.5,521.0,2620135.0,547.0,3560656.0,549.0,4363961.5,551.75,3237654.5,556.5,3380624.25,561.75,2645404.0,581.75,3467672.0,583.25,4329989.5,584.75,2257073.25,586.0,5629945.5,594.75,2971993.0,618.5,6999544.0,619.75,2949859.75,624.75,2382429.0,655.5,4115912.0,659.5,2305880.0,691.75,7539124.0,728.5,3452729.0,738.75,2431175.0,763.25,5354641.5,764.75,3146384.75,775.25,3162060.5
keyboard_synthetic_000-031-075,31.0,4.0,2.0,38.0,33.0,31.0,38.0,31.0,141647.90625,26542884.0,73.5,48.25,3189388.16,49.75,3060686.66,73.5,26277455.16,77.75,4170.159999999974,93.5,22107.003749999974,98.0,7896429.16,122.75,3833665.66,147.0,6069151.66,171.5,26154009.16,196.0,18504659.16,220.5,4471040.16,245.0,8458057.16,269.5,4590037.16,294.0,25417679.16,318.5,13661320.16,343.25,2394106.66,367.25,6407686.16,392.25,5591483.16,416.5,14496199.16,441.0,2905018.91,465.75,1110152.66,490.0,4747290.16,514.75,1118087.91,539.25,6884595.16,564.5,2584781.16,588.25,1720117.91,613.25,1450530.16,637.5,1726518.285,662.5,3009152.66,667.75,51599.409999999974,686.5,723919.8474999999,711.25,923601.5349999999,735.5,252159.09749999997,784.75,1104450.785,809.5,235595.72249999997,858.5,425965.8475,883.5,162566.22249999997,907.0,123135.75374999997,980.5,43335.191249999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet_acoustic_056-084-050,84.0,5.0,0.0,84.0,77.0,84.0,84.0,84.0,5753.17431640625,3336895.0,1046.5,1046.5,3303526.05,1097.25,11436.233593750003,2884.5,141264.55,5655.5,204253.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar_acoustic_021-042-025,42.0,3.0,0.0,42.0,43.0,42.0,42.0,42.0,104736.03125,148061728.0,91.75,91.75,146581110.72,100.5,410186.22,101.5,155561.09499999997,183.25,40526034.72,187.5,65816.71999999997,275.0,14537354.72,366.75,8672690.72,453.25,29963.469999999972,458.5,34761386.72,550.25,10895121.72,641.75,2309520.9699999997,733.75,23381150.72,825.5,16957052.72,917.25,141606.96999999997,1101.0,150942.84499999997,1193.0,4485687.72,1285.0,2881258.2199999997,1469.0,276279.845,1653.25,594169.22,1929.75,49739.71999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
string_acoustic_014-037-050,37.0,8.0,0.0,37.0,38.0,37.0,37.0,37.0,62025.85546875,58182628.0,69.0,68.25,4213485.72,69.0,57600801.72,78.5,2853929.7199999997,85.75,469547.22,86.5,145835.53249999997,87.0,237680.40749999997,99.0,24313.469999999972,103.0,1027526.72,115.5,579878.97,126.75,44047.84499999997,131.0,336374.7825,138.25,6327755.22,149.5,34222.53249999997,157.25,2350669.7199999997,175.0,18130.782499999972,183.25,64517.59499999997,207.5,3153938.4699999997,275.5,69745.84499999997,278.0,980953.595,299.25,195418.34499999997,347.0,1494563.47,352.5,7807.157499999972,418.75,1858540.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flute_acoustic_002-099-127,99.0,2.0,0.0,99.0,98.0,99.0,99.0,99.0,134274.09375,81471976.0,2489.25,2461.5,331199.24,2466.0,234424.24,2469.25,190246.0525,2470.5,1136044.865,2471.75,125188.30249999999,2472.25,78052.48999999999,2473.75,1342147.24,2475.5,222851.0525,2477.0,1012677.24,2478.25,748518.24,2479.25,289593.74,2479.75,626387.99,2481.0,981759.99,2482.75,37280.23999999999,2483.25,31484924.24,2485.25,22953932.24,2486.5,27834684.24,2488.0,14037100.24,2489.25,80657256.24,2490.75,68207048.24,2491.75,5170712.24,2492.25,2064212.24,2493.75,17701554.24,2495.0,577760.24,2496.0,2495326.24,2496.75,10084762.24,2497.75,1694866.24,2501.75,16285628.24,2502.5,153136.24,2507.5,504289.24,2512.75,25515.23999999999,2516.75,634334.115,2518.25,26587.73999999999,2519.25,118110.36499999999,2520.5,55847.36499999999,2521.25,5010.114999999991,2522.25,125719.73999999999,2523.75,186296.24,2525.75,64649.48999999999,4966.25,375904.365,4979.0,661524.24,4981.75,946791.615,4987.25,984530.24,4991.25,132630.1775,5000.75,292995.365,5011.25,156542.8025,7449.5,553242.24,7474.0,484892.365,7479.5,54751.55249999999,0.0,0.0
guitar_acoustic_010-024-050,24.0,3.0,0.0,36.0,43.0,22.0,24.0,24.0,65158.24609375,41290216.0,65.25,29.5,9089541.84,30.5,1556710.8399999999,31.5,3604112.84,32.5,14476393.84,33.0,5046606.84,34.0,3399776.84,35.0,2064421.0899999999,36.25,1580650.7149999999,37.25,1394146.3399999999,38.25,1244916.0899999999,39.25,1098043.5899999999,40.25,818553.465,50.75,1268638.3399999999,51.75,989205.465,52.75,756736.59,55.5,810037.34,56.75,1182171.9649999999,57.75,2410560.84,58.75,3420926.84,59.75,3595180.59,60.75,3483888.84,61.75,3469512.09,62.75,3201379.84,65.25,40877313.84,66.25,902578.84,67.5,4403918.84,68.5,4766117.84,69.5,3757453.84,70.5,2498435.34,71.5,1554130.0899999999,72.5,965228.465,73.5,749842.84,74.5,819528.465,75.5,944661.59,76.5,931695.965,94.25,791160.34,95.25,932475.34,97.75,38119057.84,99.75,859490.34,101.0,1069966.8399999999,102.0,785432.59,107.0,778768.215,108.0,761396.715,130.5,20351645.84,163.0,3951188.84,195.75,1498729.9649999999,293.5,1323005.5899999999,326.0,1332502.8399999999,391.25,1939472.0899999999,423.75,1150873.0899999999
guitar_electronic_028-075-050,75.0,3.0,1.0,75.0,74.0,75.0,75.0,75.0,94663.7734375,74515680.0,622.25,606.75,36297.88749999995,607.75,89049.76249999995,622.25,73770523.2,637.5,106406.51249999995,638.5,55791.76249999995,639.5,11207.262499999953,1222.75,845.8249999999534,1244.75,51563259.2,1266.75,63.012499999953434,1867.75,17484501.2,2491.25,574849.7,3115.5,1773103.2,3740.75,1122393.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet_acoustic_062-068-100,68.0,5.0,0.0,68.0,75.0,68.0,68.0,68.0,73174.7265625,48623336.0,415.5,415.5,48137102.64,453.25,34910714.64,620.5,11454677.64,763.5,3830301.14,831.25,34683510.64,1216.25,176980.2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bass_synthetic_034-064-075,64.0,0.0,2.0,64.0,69.0,64.0,64.0,64.0,92796.3828125,41275128.0,329.5,317.5,1810874.47,321.5,5342839.72,325.5,11246905.72,329.5,40862376.72,333.5,8230222.72,337.5,3076440.7199999997,659.25,2907335.2199999997,2636.75,1730062.22,2966.25,2141619.2199999997,3292.0,1639095.345,3296.0,1929890.47,3300.0,1672774.595,3955.0,1622021.22,4276.75,1550935.22,4280.75,1571368.97,4284.75,2229699.9699999997,4288.75,1600099.47,4292.75,1629618.845,4606.25,1610176.345,4610.25,1604118.72,4614.25,2231563.7199999997,4618.25,1630277.47,4622.25,1673654.095,4935.75,1644253.845,4939.75,1588443.72,4943.75,2247020.7199999997,4947.75,1625939.845,5265.5,1566452.97,5269.5,1974951.97,5273.5,2687869.7199999997,5277.5,1988347.97,5281.5,1608018.47,5285.5,1575184.595,5595.0,1622730.72,5599.0,2062964.72,5603.0,2814598.4699999997,5607.0,2084759.47,5611.0,1674993.72,5615.0,1611817.845,5928.75,1841646.97,5932.75,2561285.4699999997,5936.75,1829463.72,6254.25,1731832.97,6258.25,1770742.47,6262.25,2453048.4699999997,6266.25,1770986.47,6270.25,1744173.97,6587.75,1656935.845,6591.75,1849165.47,6595.75,1667410.47
bass_electronic_025-056-127,56.0,0.0,1.0,56.0,63.0,56.0,56.0,56.0,66292.109375,72182368.0,207.75,207.75,71460544.32,415.25,466805.19499999995,623.0,342612.81999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard_electronic_098-090-100,90.0,4.0,1.0,90.0,78.0,90.0,90.0,90.0,80001.59375,25624398.0,1480.75,1244.0,404572.895,1480.75,25368154.02,1716.5,853924.27,2961.5,4316915.02,4442.25,169349.5825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vocal_synthetic_003-085-050,85.0,10.0,2.0,97.0,91.0,85.0,85.0,85.0,300356.03125,172494736.0,2229.0,1097.25,46104620.64,1101.0,117016476.64,1105.0,159648572.64,1108.75,35729200.64,1112.75,147145580.64,1116.5,129225772.64,1120.25,42880656.64,1124.25,13624482.64,2194.25,23994678.64,2198.25,52998740.64,2202.0,123529140.64,2205.75,141981708.64,2209.75,95656588.64,2213.5,75148052.64,2217.5,127396956.64,2221.25,78918020.64,2225.25,83414084.64,2229.0,170769788.64,2232.75,102942212.64,2236.75,65332400.64,2240.5,23238904.64,3295.5,16171108.64,3299.25,37817956.64,3303.0,60886792.64,3307.0,73818996.64,3310.75,55640924.64,3318.5,71968156.64,3322.25,25528034.64,3326.25,61021668.64,3330.0,28376112.64,3334.0,62667100.64,3341.5,47336240.64,3345.5,79762700.64,3349.25,62241592.64,3353.25,34821636.64,3357.0,17776090.64,4400.25,13615579.64,4404.25,19397950.64,4408.0,24958492.64,4411.75,16939218.64,4419.5,19504712.64,4423.25,14581554.64,4431.0,20858626.64,4438.75,21747812.64,4446.5,17073120.64,4450.25,18273368.64,4458.0,17704872.64,4461.75,22714638.64,4465.75,20514402.64,4469.5,13360689.64
reed_acoustic_018-055-050,55.0,7.0,0.0,67.0,79.0,55.0,55.0,55.0,79492.90625,26817098.0,391.75,193.25,660585.77,194.25,1921213.52,196.0,18576537.02,196.5,847016.02,388.0,467454.145,389.0,947630.02,390.0,2443943.77,391.75,26548927.02,392.75,14947888.02,584.0,583651.145,585.0,1602787.27,586.0,2179296.77,587.5,22167249.02,588.25,7769479.52,589.25,10297873.02,780.75,401113.3325,781.75,1539722.52,783.25,11091457.02,783.75,2077606.77,784.5,3861577.27,786.0,6613644.52,975.5,1003733.27,976.5,1046467.02,977.75,1281191.27,979.0,18965887.02,979.5,2714300.02,980.25,5055804.02,981.0,8292745.02,982.5,12228366.02,989.25,333043.8325,1169.75,701706.395,1170.75,905353.645,1171.5,2075465.02,1172.75,3016299.77,1174.5,25718579.02,1175.75,4519139.02,1176.5,5022796.02,1177.5,12481443.02,1178.75,18358459.02,1187.25,402191.7075,1367.5,588463.145,1370.25,8425005.02,1372.0,1738153.27,1373.0,2477326.77,1374.0,2699658.27,1375.5,4666935.02,1566.0,849939.77,1571.75,412937.4575,1957.5,422174.2075,2153.25,596901.895
guitar_acoustic_015-074-075,74.0,3.0,0.0,74.0,71.0,74.0,74.0,74.0,152413.9375,28727740.0,588.75,142.0,12737.599999999977,265.5,124145.63124999998,393.25,246055.66249999998,512.25,188616.50624999998,588.75,28440462.6,620.5,476426.0375,1098.0,228262.44374999998,1181.0,14789633.6,1315.0,310984.7875,1346.25,146313.78749999998,1512.75,26316.006249999977,1529.0,36936.03749999998,1724.0,18703.912499999977,1779.5,2035367.35,2160.5,70227.50624999998,2281.25,269100.5375,2301.0,206537.75624999998,2340.75,406027.225,2384.0,1046039.225,2963.0,658764.1,3003.0,743082.6625,3036.75,106112.34999999998,3458.0,263126.2875,3582.25,701122.6,3604.75,1140160.475,3789.75,46979.63124999998,4201.75,9731.818749999977,4251.75,626639.725,4279.75,146847.28749999998,4659.75,32594.849999999977,4713.5,114233.16249999998,5461.0,95414.25624999998,6761.25,8630.193749999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet_acoustic_047-102-100,102.0,5.0,0.0,102.0,86.0,101.0,102.0,102.0,75186.375,6154404.5,2994.25,90.25,170373.28312500002,2764.5,238951.42375000002,2770.25,234359.48625000002,2813.5,353452.33,2843.0,314972.04875,2848.75,206475.51750000002,2857.0,208719.54875000002,2881.75,914051.0175,2890.75,184363.89250000002,2906.5,419682.23625,2913.5,233086.08000000002,2926.0,473481.1425,2934.5,632274.5175,2946.75,342061.33,2961.0,688095.08,2965.0,266635.205,2975.5,1221721.33,2985.5,2527159.455,2991.25,1385290.455,2994.25,6092860.455,2999.5,1874434.455,3004.75,3557672.955,3012.5,1593587.205,3015.25,460899.48625,3018.75,939754.205,3024.0,267131.67375,3027.75,451430.2675,3034.75,1852591.83,3041.0,549920.955,3050.5,1217038.58,3068.0,464523.7675,3084.75,176071.83000000002,3091.5,790425.455,3095.5,241240.39250000002,3117.25,494746.5175,3148.25,194896.51750000002,3165.75,293283.455,3173.5,179586.54875000002,3189.75,321752.455,3220.5,350335.67375,3248.5,333697.705,3260.5,177343.92375000002,3287.75,403095.455,3311.0,167993.89250000002,3358.5,263798.48625,3433.0,168698.26750000002,3458.25,199262.23625000002,3470.5,183419.47062500002,3591.25,169735.62687500002,4810.25,226722.26750000002
vocal_acoustic_000-069-050,69.0,10.0,0.0,69.0,67.0,69.0,69.0,69.0,121772.828125,85462960.0,439.0,420.25,1210041.775,426.75,2175244.4,427.75,2570981.4,429.25,7422195.4,430.0,3718750.9,430.5,3675460.9,431.5,2315331.4,432.25,13629977.4,433.5,35952902.4,434.25,13444030.4,435.0,4041616.4,435.5,28968980.4,436.25,16977858.4,437.0,37822210.4,437.5,39735466.4,438.5,54636826.4,439.0,84608330.4,439.75,14587038.4,440.5,55939186.4,441.25,10607250.4,441.75,23354722.4,442.25,58080402.4,443.0,21630590.4,443.5,8606348.4,445.5,10265895.4,446.5,1379863.65,447.25,8617386.4,448.0,1527876.65,450.0,3114959.9,451.25,998182.775,453.25,1952299.15,454.0,1583295.4,875.0,3100326.9,875.5,1425646.9,877.0,1467570.4,878.25,4274405.4,879.75,2076014.65,882.5,3099772.15,885.5,1201788.65,1751.0,1289580.15,1753.0,1506639.4,1755.0,1817695.65,1757.25,1274629.9,1760.75,1996873.15,1762.25,1198624.275,1763.5,1113052.65,1765.0,1104796.4,1766.0,1391688.4,2198.75,994919.15,2203.5,1109081.9
bass_electronic_025-062-127,62.0,0.0,1.0,62.0,81.0,62.0,62.0,62.0,74370.15625,33847564.0,293.75,65.25,85257.45374999999,142.25,157770.01625,293.75,33509088.36,586.0,1511861.8599999999,881.25,192644.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
